wtdeer,state,urban,race,retire,employ,educ,married,income,gender,age,huntexp,agehunt,trips,bagdeer,numbag,bagbuck,avgcost,totcost,a,yes
1.41640282,23,2,1,0,1,11,1,40000,1,41,36,5,12,1,1,0,12,144,202,1
2.282781427,23,2,1,0,1,25,1,62500,1,41,27,14,1,0,0,0,60,60,289,1
3.269880831,36,2,1,1,0,12,1,22500,1,41,27,14,40,0,0,0,7,280,491,2
3.147059924,36,3,1,0,1,12,1,40000,1,41,28,13,6,0,0,0,10,60,953,2
1.088357989,36,2,1,0,1,20,1,40000,1,41,26,15,1,0,0,0,15,15,491,2
1.414795202,23,3,1,0,1,26,1,40000,1,41,29,12,6,1,1,1,10,60,139,1
0.641878571,15,2,1,0,1,12,1,5000,1,41,31,10,3,0,0,0,140,420,491,1
1.475932538,14,3,1,0,1,12,0,40000,1,41,29,12,1,1,1,1,5,5,202,2
1.341410917,15,2,1,0,1,12,1,62500,1,41,31,10,30,0,0,0,1,30,953,1
1.216382121,14,3,1,0,1,12,1,40000,1,41,29,12,50,1,4,1,200,10000,491,1
1.216382121,14,3,1,0,1,24,1,62500,1,41,33,8,6,1,2,1,20,120,99,1
1.282993802,15,2,1,0,1,20,0,40000,1,41,28,13,25,0,0,0,10,250,953,2
0.60193036,26,3,1,0,1,12,1,40000,1,41,29,12,8,1,2,1,24,192,491,1
0.60193036,26,3,1,0,1,12,1,27500,1,41,31,10,25,1,1,0,10,250,99,1
0.935903712,24,3,1,0,1,21,1,40000,1,41,27,14,8,1,1,1,14,112,491,2
1.854667326,24,3,1,0,1,24,1,40000,1,41,27,14,2,0,0,0,25,50,45,2
1.142867954,24,2,1,0,1,21,1,27500,1,41,26,15,2,1,1,1,100,200,491,1
0.582937167,26,3,1,0,1,20,1,22500,1,41,35,6,5,1,2,0,10,50,953,1
0.582937167,26,3,1,0,1,21,1,40000,1,41,28,13,1,0,0,0,200,200,491,1
0.974525897,50,2,1,0,1,12,1,40000,1,41,27,14,7,1,1,1,24.28571429,170,491,2
0.974525897,50,2,1,0,1,12,1,22500,1,41,29,12,7,1,1,1,25,175,491,2
2.485705225,50,2,1,0,1,23,1,62500,1,41,22,19,2,0,0,0,125,250,289,2
2.014201499,24,1,1,0,1,23,0,40000,1,41,29,12,1,0,0,0,75,75,491,1
0.961630262,24,3,1,0,1,21,1,85000,1,41,29,12,8,0,0,0,25,200,45,1
0.557582568,16,1,1,0,1,12,1,40000,1,41,29,12,3,1,1,1,16,48,491,2
0.974525897,50,3,1,0,1,12,1,40000,1,41,33,8,4,0,0,0,10,40,202,2
0.142067329,35,1,1,0,1,24,1,40000,1,41,29,12,2,1,1,1,80,160,491,2
0.934046041,50,3,1,0,1,24,1,40000,1,41,25,16,1,0,0,0,60,60,289,1
2.155093386,50,3,1,0,1,24,1,40000,1,41,23,18,10,1,1,1,1,10,289,2
0.961562248,50,2,1,0,1,12,1,40000,1,41,29,12,2,1,1,1,125,250,289,1
1.177701264,24,3,1,0,1,26,1,27500,1,41,21,20,8,0,0,0,10,80,202,1
0.58968687,26,2,1,0,1,22,1,27500,1,41,27,14,5,0,0,0,50,250,491,2
0.543281506,38,1,0,0,1,12,1,62500,1,41,23,18,1,1,1,1,100,100,289,1
1.079923325,38,3,1,0,1,23,0,27500,1,41,26,15,5,0,0,0,10,50,202,2
0.533889472,38,2,1,0,1,12,0,40000,1,41,29,12,20,1,2,1,25,500,99,1
0.792726197,13,2,1,4,0,21,1,27500,1,41,28,13,2,0,0,0,120,240,491,2
0.5253527,38,2,1,0,1,26,0,62500,1,41,32,9,2,0,0,0,45,90,491,2
0.339394395,13,3,1,0,1,12,0,27500,1,41,31,10,6,0,0,0,50,300,99,1
0.663520301,13,3,1,0,1,12,1,27500,1,41,25,16,3,1,1,0,20,60,139,1
0.58250098,13,3,1,0,1,21,1,40000,1,41,25,16,2,0,0,0,75,150,139,1
1.079923325,38,1,1,0,1,22,1,27500,1,41,25,16,3,0,0,0,15,45,99,1
0.915453615,48,3,1,0,1,12,1,40000,1,41,31,10,3,1,1,1,10,30,69,1
1.712398609,48,2,1,0,1,22,1,40000,1,41,29,12,10,0,0,0,3,30,99,1
0.297952553,13,3,1,0,1,12,1,27500,1,41,31,10,1,1,1,1,47,47,491,2
0.876123233,47,3,1,0,1,8,1,40000,1,41,29,12,100,1,5,1,8,800,69,1
0.876123233,47,3,1,0,1,12,1,40000,1,41,26,15,21,1,1,0,10,210,953,2
0.876123233,47,2,1,0,1,12,1,22500,1,41,26,15,8,0,0,0,19,152,491,2
0.699794467,41,2,0,0,1,24,1,40000,1,41,33,8,200,1,34,1,2,400,289,2
0.955386102,47,2,1,0,1,24,1,62500,1,41,29,12,20,1,4,1,50,1000,491,1
1.615948279,47,3,1,0,1,12,1,22500,1,41,30,11,24,1,3,1,5,120,491,1
0.501604663,49,2,1,0,1,12,1,22500,1,41,31,10,11,1,2,1,30,330,953,2
1.045802895,34,3,1,0,1,12,1,27500,1,41,28,13,16,1,3,1,8,128,491,1
0.876123233,47,3,1,0,1,12,1,22500,1,41,29,12,30,1,1,1,5,150,289,1
0.709583914,41,3,1,0,1,24,1,85000,1,41,29,12,11,1,1,1,17,187,953,2
0.929231123,47,2,1,0,1,12,1,40000,1,41,33,8,4,1,1,1,35,140,491,1
1.050100958,34,3,1,0,1,9,1,15000,1,41,33,8,25,1,5,1,8,200,289,1
1.075473997,11,1,1,0,1,12,0,15000,1,41,33,8,23,1,6,1,100,2300,953,2
2.177775434,11,2,1,0,1,12,1,40000,1,41,25,16,20,1,1,1,5,100,491,2
0.803037675,43,3,1,0,1,12,1,27500,1,41,33,8,12,1,1,1,8,96,289,1
1.009512331,11,2,1,0,1,12,1,62500,1,41,32,9,16,1,4,1,189,3024,289,1
0.865907802,1,2,1,4,0,20,1,27500,1,41,27,14,30,1,5,1,7,210,953,1
1.075473997,11,1,1,0,1,23,1,85000,1,41,31,10,10,1,2,1,200,2000,69,1
1.112276984,11,1,1,0,1,26,1,85000,1,41,28,13,2,0,0,0,10,20,491,1
1.568994661,43,3,1,0,1,12,1,40000,1,41,29,12,3,0,0,0,20,60,289,2
0.811928554,43,2,1,0,1,12,1,40000,1,41,33,8,5,1,3,1,70,350,953,2
0.733726488,19,2,1,0,1,12,0,40000,1,41,25,16,16,1,2,1,30,480,289,1
0.731003572,19,3,1,0,1,12,1,62500,1,41,29,12,32,1,4,1,9,288,202,1
0.766042003,19,2,1,0,1,22,0,40000,1,41,27,14,6,0,0,0,20,120,289,2
0.812242355,43,3,1,0,1,12,0,15000,1,41,35,6,2,1,0,0,16,32,45,2
1.534467326,44,3,1,0,1,20,1,62500,1,41,34,7,5,1,1,1,50,250,139,1
0.620029455,4,3,1,0,1,12,1,22500,1,41,33,8,40,1,1,1,8,320,45,1
1.176317629,4,2,1,0,1,12,1,40000,1,41,33,8,3,0,0,0,20,60,69,1
0.724426031,25,1,1,0,1,23,1,40000,1,41,28,13,2,0,0,0,50,100,491,2
0.70035852,25,2,1,0,1,22,1,62500,1,41,35,6,52,1,3,1,5,260,491,1
0.608142541,4,3,1,0,1,12,1,27500,1,41,28,13,8,1,2,1,2.5,20,491,2
0.381399862,32,2,1,4,0,9,0,5000,1,41,31,10,4,0,0,0,25,100,491,2
0.70035852,25,3,1,0,1,26,1,85000,1,41,31,10,14,1,1,1,10,140,202,1
2.242422687,44,3,1,0,1,22,1,40000,1,41,34,7,7,0,0,0,10,70,953,1
0.650712519,4,3,1,0,1,12,1,40000,1,41,29,12,3,0,0,0,10,30,69,1
0.608142541,4,3,1,0,1,21,1,40000,1,41,31,10,8,1,2,1,37.5,300,289,1
1.53471611,44,1,1,2,0,12,1,5000,1,41,27,14,6,1,2,1,35,210,491,1
0.70035852,25,3,1,0,1,11,1,15000,1,41,36,5,60,1,3,1,10,600,45,1
0.745875099,6,2,1,0,1,22,1,62500,1,41,20,21,1,0,0,0,250,250,139,1
0.141056849,35,3,1,0,1,21,1,22500,1,41,23,18,4,1,1,0,3,12,202,1
0.141056849,35,3,1,0,1,24,1,85000,1,41,33,8,1,1,1,1,25,25,45,1
0.410213467,28,3,1,0,1,25,1,40000,1,41,29,12,2,1,2,1,50,100,289,2
0.446905991,45,3,1,0,1,26,1,40000,1,41,27,14,6,0,0,0,50,300,491,2
0.676679405,45,2,1,0,1,21,1,40000,1,41,27,14,1,0,0,0,80,80,139,1
0.572765224,6,3,1,0,1,24,1,22500,1,41,30,11,2,0,0,0,9,18,45,2
0.613060829,6,3,1,0,1,12,1,22500,1,41,33,8,2,0,0,0,15,30,491,2
0.399454713,28,2,1,0,1,12,1,40000,1,41,33,8,1,1,1,1,50,50,9,1
0.399454713,28,2,1,0,1,24,1,62500,1,41,35,6,1,1,1,1,500,500,953,2
0.30798978,35,3,1,0,1,21,1,15000,1,41,32,9,4,0,0,0,10,40,491,2
0.146581558,35,3,1,0,1,24,1,85000,1,41,35,6,18,1,1,1,14,252,202,1
0.24324003,42,3,1,0,1,24,1,40000,1,41,29,12,60,1,1,1,2,120,491,2
0.384617091,42,2,1,0,1,12,1,15000,1,41,29,12,2,1,1,1,25,50,202,2
0.141989727,35,2,1,0,1,22,1,40000,1,41,29,12,8,0,0,0,25,200,139,1
0.755445197,37,1,1,0,1,22,1,62500,1,41,25,16,12,1,1,1,600,7200,289,1
0.40589952,45,1,1,0,1,8,1,40000,1,41,31,10,1,1,1,1,80,80,99,1
0.268573616,27,3,1,0,1,12,1,62500,1,41,31,10,30,1,1,1,20,600,139,1
0.531411438,27,2,1,0,1,12,1,22500,1,41,27,14,1,1,1,1,30,30,27,1
0.534851671,27,3,1,0,1,21,1,15000,1,41,26,15,1,1,1,1,7,7,289,2
0.266704659,27,3,1,0,1,22,1,5000,1,41,33,8,5,0,0,0,15,75,289,1
0.228703091,51,3,1,0,1,24,0,62500,1,41,29,12,1,1,1,1,55,55,202,1
0.562050093,28,3,1,0,1,23,0,5000,1,41,25,16,2,0,0,0,2,4,491,2
1.026552033,17,2,1,0,1,12,1,22500,1,41,23,18,5,0,0,0,4,20,99,2
0.144547734,35,2,1,0,1,24,1,85000,1,41,27,14,2,1,1,0,30,60,69,1
0.230150938,42,2,1,0,1,23,0,22500,1,41,29,12,2,1,1,0,25,50,953,2
2.623030135,3,1,1,0,1,24,1,40000,1,41,28,13,1,0,0,0,300,300,69,1
0.405651976,45,1,1,0,1,26,0,85000,1,41,24,17,2,1,1,1,70,140,491,2
0.446905991,45,2,1,0,1,22,1,40000,1,41,29,12,3,0,0,0,60,180,953,2
0.660918264,3,3,1,0,1,21,1,62500,1,41,22,19,4,1,1,1,5,20,289,1
0.35014791,45,2,1,0,1,12,1,40000,1,41,27,14,1,0,0,0,180,180,289,2
6.305466462,5,3,1,0,1,23,1,40000,1,41,31,10,3,0,0,0,120,360,69,1
0.226616248,30,2,1,0,1,12,0,40000,1,42,26,16,6,0,0,0,7,42,491,2
0.187019286,46,2,1,0,1,22,0,62500,1,42,34,8,42,0,0,0,5,210,99,1
0.182012724,46,3,1,0,1,24,1,40000,1,42,36,6,4,1,3,1,175,700,202,1
0.316841198,20,3,1,0,1,12,1,15000,1,42,28,14,15,0,0,0,3.333333333,50,289,2
1.351318913,33,2,1,0,1,12,1,62500,1,42,26,16,5,1,1,1,20,100,289,1
0.554000825,22,3,1,0,1,26,1,85000,1,42,26,16,5,1,1,0,100,500,953,2
0.554000825,22,2,1,0,1,26,1,40000,1,42,36,6,20,1,1,0,11.25,225,139,1
2.703092504,33,1,1,0,1,11,0,15000,1,42,28,14,3,0,0,0,3,9,491,2
1.125020842,22,2,1,0,1,24,1,62500,1,42,27,15,1,1,1,1,190,190,289,1
0.658920617,20,1,1,0,1,22,1,22500,1,42,28,14,4,0,0,0,20,80,289,2
0.619940247,20,3,1,0,1,12,1,27500,1,42,28,14,4,0,0,0,1,4,953,2
2.657527545,33,3,1,0,1,9,1,22500,1,42,28,14,4,0,0,0,10,40,289,1
2.703092504,33,2,1,0,1,12,1,40000,1,42,26,16,25,0,0,0,20,500,9,1
0.130624822,39,3,1,0,1,22,1,40000,1,42,22,20,10,1,1,0,75,750,139,2
0.563865399,22,2,1,0,1,7,1,15000,1,42,30,12,12,0,0,0,10,120,953,2
0.253810198,30,2,1,0,1,22,1,40000,1,42,28,14,1,0,0,0,150,150,289,1
0.450200366,30,3,1,0,1,12,0,15000,0,42,24,18,10,0,0,0,20,200,289,1
0.316841198,20,2,1,0,1,22,1,40000,1,42,29,13,9,1,1,0,1.333333333,12,289,2
0.316841198,20,2,1,0,1,12,1,40000,1,42,35,7,4,0,0,0,4,16,289,1
0.182012724,46,3,1,0,1,12,1,40000,1,42,35,7,14,0,0,0,12,168,491,2
2.735678272,33,1,1,0,1,12,0,15000,1,42,32,10,3,0,0,0,76.66666667,230,139,2
1.437950355,33,2,1,0,1,12,1,62500,1,42,23,19,1,0,0,0,380,380,491,2
0.857045501,21,1,1,0,1,12,1,40000,1,42,27,15,16,0,0,0,15.625,250,139,1
0.583315686,21,3,1,0,1,12,1,27500,1,42,34,8,7,1,1,1,5,35,289,2
1.708498289,40,2,1,0,1,24,1,40000,1,42,30,12,15,1,2,0,30,450,491,1
1.708498289,40,1,1,0,1,22,1,40000,1,42,26,16,1,1,1,1,40,40,491,2
0.791316372,49,3,1,0,1,12,1,40000,1,42,23,19,3,1,1,1,2,6,491,2
0.488109586,49,3,1,0,1,22,1,15000,1,42,38,4,3,0,0,0,5,15,289,2
0.791316372,49,3,1,4,0,12,1,15000,1,42,30,12,4,1,3,0,20,80,953,1
0.136665702,8,2,0,0,1,26,1,62500,1,42,35,7,35,0,0,0,5,175,953,2
0.791316372,49,2,1,0,1,24,1,62500,1,42,26,16,2,0,0,0,25,50,202,1
1.120219985,21,2,1,0,1,10,1,27500,1,42,25,17,2,0,0,0,50,100,491,1
0.557559852,21,3,1,0,1,24,0,40000,1,42,30,12,7,0,0,0,2,14,45,1
1.682067169,40,3,1,0,1,12,1,40000,1,42,30,12,8,0,0,0,15,120,45,1
0.792240532,31,2,1,0,1,24,1,62500,1,42,28,14,1,0,0,0,50,50,289,2
0.515616686,49,1,1,0,1,24,1,40000,1,42,30,12,1,0,0,0,2,2,99,1
0.791316372,49,2,1,0,1,12,1,15000,1,42,28,14,14,1,2,0,1,14,953,2
0.51556742,49,2,1,0,1,24,1,85000,1,42,32,10,6,1,1,1,55,330,491,1
1.446449164,23,2,1,0,1,12,1,40000,1,42,4,38,1,0,0,0,40,40,289,1
1.108255247,36,2,1,1,0,11,1,27500,1,42,29,13,5,1,1,0,80,400,69,1
2.21471326,23,2,1,0,1,9,1,15000,1,42,28,14,36,0,0,0,1,36,491,1
1.414795202,23,2,1,4,0,11,0,22500,1,42,29,13,21,0,0,0,7,147,139,1
1.52835201,23,2,1,0,1,12,1,62500,1,42,25,17,20,1,1,1,5,100,202,1
2.21471326,23,3,1,0,1,10,1,40000,1,42,30,12,4,0,0,0,15,60,491,2
1.923534125,15,3,1,0,1,26,1,40000,1,42,28,14,2,0,0,0,5,10,953,1
0.621475789,15,3,1,0,1,12,1,40000,1,42,22,20,12,1,2,1,33,396,491,1
0.62512699,15,3,1,0,1,21,1,40000,1,42,26,16,8,0,0,0,3,24,289,2
1.517771066,14,2,1,0,1,12,1,62500,1,42,26,16,3,0,0,0,83,249,491,1
1.517771066,14,2,1,0,1,24,1,85000,1,42,11,31,2,0,0,0,150,300,953,2
3.755882914,14,2,1,0,1,26,1,27500,1,42,30,12,1,0,0,0,1,1,491,2
1.216382121,14,3,1,4,0,12,1,22500,1,42,28,14,57,1,2,1,1,57,491,1
0.62512699,15,2,1,0,1,24,1,62500,1,42,26,16,60,1,1,1,1,60,289,2
0.617375674,26,1,1,0,1,24,1,62500,1,42,35,7,4,0,0,0,35,140,491,2
0.610386498,16,2,1,0,1,12,1,40000,1,42,32,10,25,1,2,0,6,150,491,2
1.177701264,24,2,1,0,1,23,0,62500,1,42,32,10,1,0,0,0,50,50,202,2
0.974388047,24,1,1,0,1,12,1,40000,1,42,26,16,2,1,1,1,25,50,491,2
0.636843215,26,2,1,0,1,12,1,40000,1,42,32,10,30,1,1,1,1.5,45,289,1
0.60193036,26,3,1,0,1,12,1,40000,1,42,21,21,3,1,1,1,3,9,491,2
2.217804859,50,2,1,0,1,26,1,85000,1,42,26,16,7,0,0,0,20,140,953,2
1.023252192,50,3,1,0,1,22,1,62500,1,42,26,16,3,0,0,0,1,3,491,1
0.490603203,17,3,1,0,1,12,1,40000,1,42,27,15,14,1,1,1,2,28,491,2
0.153432715,35,1,1,0,1,20,1,40000,1,42,29,13,2,0,0,0,105,210,139,1
2.155093386,50,3,1,0,1,12,1,62500,1,42,26,16,1,0,0,0,225,225,491,2
0.535426753,16,2,1,0,1,22,1,40000,1,42,22,20,3,1,1,0,20,60,953,2
0.974388047,24,1,1,0,1,22,1,62500,1,42,30,12,3,0,0,0,100,300,289,2
1.177701264,24,1,1,0,1,26,0,40000,1,42,33,9,5,0,0,0,30,150,289,2
0.521200148,16,2,0,0,1,12,1,40000,1,42,14,28,4,1,2,1,35,140,491,2
2.069094616,50,2,1,0,1,12,0,40000,1,42,30,12,1,1,1,1,900,900,491,1
1.079923325,38,2,1,0,1,12,1,62500,1,42,29,13,10,0,0,0,8,80,491,2
1.060968376,38,2,1,0,1,23,0,27500,1,42,37,5,1,0,0,0,500,500,289,2
1.187107795,38,1,1,2,0,23,1,27500,1,42,26,16,1,0,0,0,5,5,953,2
1.735988373,48,2,0,1,0,12,1,5000,1,42,34,8,10,0,0,0,15,150,953,1
0.674011803,13,2,1,0,1,12,1,27500,0,42,36,6,1,1,1,0,15,15,953,1
0.316953591,13,2,1,0,1,12,1,40000,1,42,30,12,35,1,1,1,25,875,491,2
0.340837672,13,1,1,0,1,21,1,40000,1,42,39,3,3,0,0,0,125,375,289,1
0.233064106,29,2,1,0,1,12,1,85000,1,42,38,4,10,0,0,0,25,250,289,1
0.983750116,13,2,1,0,1,22,1,15000,1,42,14,28,1,0,0,0,35,35,139,2
0.663520301,13,2,1,0,1,21,1,22500,1,42,17,25,1,0,0,0,75,75,9,1
0.33749441,13,2,1,0,1,12,1,40000,1,42,30,12,22,0,0,0,15,330,289,1
0.859147128,21,1,0,0,1,11,0,40000,1,42,35,7,5,1,2,1,125,625,9,1
0.629423672,18,1,1,0,1,22,1,40000,1,42,29,13,12,0,0,0,25,300,139,1
1.615948279,47,3,1,0,1,12,1,22500,1,42,28,14,21,1,1,0,6,126,491,2
2.905380164,15,2,1,0,1,24,1,40000,1,42,27,15,2,0,0,0,40,80,491,1
0.629423672,18,3,1,0,1,24,1,85000,1,42,33,9,20,1,1,1,5,100,491,1
0.486384359,49,2,1,0,1,12,1,22500,1,42,30,12,1,1,1,0,50,50,289,1
0.850951969,47,2,1,0,1,22,1,62500,1,42,32,10,42,1,2,1,12,504,289,1
0.488109586,49,3,0,0,1,12,0,15000,1,42,30,12,37,0,0,0,6.081081081,225,491,1
0.850951969,47,2,1,0,1,25,1,85000,1,42,12,30,10,0,0,0,3,30,289,2
0.697370285,18,2,1,0,1,12,1,40000,1,42,32,10,4,0,0,0,4,16,491,1
0.876123233,47,2,1,0,1,25,1,85000,1,42,30,12,20,1,3,1,10,200,491,1
0.727522905,41,1,0,0,1,12,1,27500,1,42,32,10,35,1,4,1,30,1050,491,1
1.058516966,34,2,1,0,1,24,0,22500,1,42,31,11,38,1,2,1,30,1140,27,1
0.986617271,34,3,1,0,1,11,1,85000,1,42,33,9,29,1,1,1,12,348,139,1
0.803037675,43,3,1,0,1,6,1,15000,1,42,32,10,10,0,0,0,10,100,491,2
0.803037675,43,3,1,0,1,12,1,40000,1,42,36,6,30,1,1,1,3,90,491,2
2.024362725,1,3,1,0,1,21,1,27500,1,42,32,10,5,1,5,1,30,150,491,2
1.555906054,10,3,1,4,0,9,1,22500,1,42,30,12,10,1,1,1,2,20,491,1
0.803037675,43,2,1,0,1,12,0,27500,1,42,30,12,17,1,3,1,2,34,953,2
0.852648516,1,2,1,0,1,12,0,40000,1,42,31,11,15,1,3,1,40,600,491,1
1.436950658,10,1,1,0,1,24,1,40000,1,42,30,12,1,0,0,0,4,4,491,1
1.42609613,10,1,1,0,1,20,1,22500,1,42,24,18,1,0,0,0,10,10,491,2
1.609384737,10,3,1,0,1,22,1,40000,1,42,21,21,12,1,3,1,10,120,491,2
0.733726488,19,3,1,0,1,7,1,40000,1,42,32,10,14,0,0,0,25,350,289,1
0.733726488,19,2,1,0,1,12,1,62500,1,42,27,15,3,0,0,0,20,60,491,1
2.791106682,44,3,1,0,1,12,0,27500,1,42,26,16,4,1,2,1,40,160,491,1
1.176317629,4,2,1,0,1,22,1,40000,1,42,33,9,5,1,1,1,75,375,491,2
0.567022582,4,3,1,0,1,9,0,15000,1,42,29,13,5,0,0,0,60,300,202,1
0.700992,25,2,1,0,1,12,1,40000,1,42,30,12,2,1,1,1,18,36,953,2
0.70035852,25,1,1,0,1,12,1,62500,1,42,34,8,11,1,1,1,25,275,202,1
0.70035852,25,3,1,0,1,12,1,40000,1,42,24,18,16,1,3,0,12.5,200,139,1
0.608142541,4,2,1,0,1,26,1,85000,1,42,28,14,90,1,2,1,4,360,491,1
0.673691536,4,1,1,0,1,22,1,27500,1,42,36,6,10,1,1,1,35,350,491,1
2.22395462,44,1,1,0,1,26,1,62500,1,42,35,7,3,1,1,0,200,600,69,1
4.038779608,44,3,1,0,1,24,1,62500,1,42,34,8,1,0,0,0,19,19,27,1
0.70035852,25,3,1,0,1,24,1,40000,1,42,35,7,30,1,4,1,15,450,953,1
0.641924942,4,2,1,0,1,26,1,62500,1,42,28,14,3,0,0,0,10,30,27,1
0.350688102,32,3,1,0,1,21,1,62500,1,42,30,12,1,1,1,1,175,175,45,1
0.750091213,32,2,1,0,1,26,1,27500,1,42,39,3,2,0,0,0,150,300,953,2
1.53471611,44,1,1,0,1,12,1,40000,1,42,20,22,2,1,2,1,95,190,953,1
0.777281164,25,3,1,0,1,12,1,62500,1,42,36,6,20,1,2,1,2,40,139,1
0.70035852,25,3,1,0,1,9,1,27500,1,42,36,6,15,1,1,1,7,105,289,1
0.644307911,6,3,1,0,1,12,0,62500,1,42,33,9,5,1,1,0,400,2000,202,1
1.398729953,3,1,1,0,1,9,1,62500,1,42,7,35,1,0,0,0,140,140,491,1
0.40589952,45,1,1,0,1,26,1,85000,1,42,28,14,2,1,1,1,150,300,289,1
0.704496127,45,2,1,0,1,26,1,40000,1,42,38,4,4,1,1,1,7,28,491,2
0.572765224,6,2,1,0,1,26,1,62500,1,42,12,30,1,0,0,0,500,500,289,1
0.937267434,17,3,1,0,1,12,1,62500,1,42,28,14,20,1,1,1,2,40,289,1
0.213116482,42,2,1,0,1,22,1,40000,1,42,32,10,15,1,3,1,10,150,953,1
0.407694116,42,3,1,0,1,23,1,85000,1,42,30,12,2,1,1,0,10,20,99,2
0.297077975,35,3,1,0,1,21,1,40000,1,42,26,16,6,1,1,0,25,150,491,1
0.80132222,37,2,1,0,1,26,1,27500,1,42,33,9,9,1,1,1,13.88888889,125,953,2
0.266846117,27,3,1,0,1,12,1,5000,1,42,1,41,1,1,1,0,12,12,69,1
0.241702073,51,3,1,0,1,24,1,62500,1,42,32,10,5,1,1,1,50,250,9,1
0.32299155,51,2,0,0,1,22,1,62500,1,42,28,14,2,0,0,0,50,100,69,1
0.40589952,45,2,1,0,1,21,1,40000,1,42,26,16,2,0,0,0,30,60,69,2
0.562050093,28,2,1,0,1,12,1,15000,1,42,29,13,4,1,1,1,5,20,491,2
0.562050093,28,3,1,0,1,25,1,27500,1,42,32,10,1,1,1,1,190,190,27,1
0.384617091,42,2,1,0,1,11,1,22500,1,42,30,12,1,1,1,1,13,13,491,2
0.407621749,28,2,1,0,1,26,1,62500,1,42,30,12,2,1,1,1,100,200,202,1
0.146581558,35,3,1,0,1,20,1,62500,1,42,30,12,15,0,0,0,10,150,491,2
0.241702073,51,3,1,0,1,26,1,40000,1,42,33,9,1,1,1,1,4,4,289,1
0.534851671,27,2,1,0,1,12,1,27500,1,42,31,11,2,0,0,0,30,60,953,2
0.254968662,27,1,1,4,0,12,1,27500,1,42,35,7,10,1,2,1,8,80,45,1
0.32299155,51,2,1,0,1,12,1,27500,1,42,35,7,4,1,1,1,50,200,289,1
0.411184325,39,2,1,0,1,22,1,27500,1,43,28,15,2,0,0,0,300,600,99,1
0.206666056,46,2,1,0,1,8,1,40000,1,43,28,15,2,0,0,0,20,40,953,2
0.239131378,30,2,1,0,1,12,1,85000,1,43,29,14,13,1,1,0,42.30769231,550,139,1
0.316841198,20,3,1,0,1,12,1,27500,1,43,31,12,15,1,1,1,5,75,491,2
0.230777058,30,2,1,0,1,12,0,22500,1,43,30,13,18,1,1,1,2,36,139,1
0.182012724,46,3,1,0,1,24,1,62500,1,43,28,15,10,1,1,1,20,200,45,1
1.444046231,20,3,1,0,1,12,1,40000,1,43,28,15,3,1,0,0,30,90,202,2
1.124937224,22,2,1,0,1,12,1,27500,1,43,22,21,5,0,0,0,80,400,491,1
0.57330429,22,3,1,0,1,12,1,62500,1,43,28,15,16,0,0,0,20,320,491,1
0.130624822,39,1,1,0,1,26,1,85000,1,43,27,16,25,0,0,0,38,950,289,1
0.575829922,22,1,1,0,1,24,1,85000,1,43,27,16,23,1,2,1,20,460,202,1
0.620982117,20,2,1,0,1,22,1,27500,1,43,11,32,18,0,0,0,3.333333333,60,491,2
0.187019286,46,3,0,4,0,22,0,5000,1,43,17,26,10,0,0,0,15,150,9,1
0.294169866,20,3,1,0,1,22,1,40000,1,43,33,10,20,1,1,1,10,200,202,1
0.738493328,7,2,1,0,1,11,0,62500,1,43,33,10,15,1,1,0,5,75,139,1
0.595587937,20,2,1,0,1,12,1,15000,1,43,33,10,10,0,0,0,20,200,45,1
0.595587937,20,3,1,0,1,24,1,62500,1,43,29,14,20,1,1,0,15,300,139,1
0.204833814,46,3,1,4,0,22,1,27500,1,43,28,15,7,0,0,0,7,49,289,2
0.461165079,30,2,1,0,1,25,1,40000,1,43,21,22,4,0,0,0,5,20,202,2
0.180317751,46,2,1,0,1,21,1,62500,1,43,33,10,10,0,0,0,5,50,139,1
0.358793918,46,2,1,0,1,22,1,40000,1,43,29,14,5,0,0,0,11,55,953,2
0.358793918,46,3,1,0,1,22,1,62500,1,43,32,11,10,1,2,0,26,260,953,2
0.792240532,31,2,1,0,1,24,1,40000,1,43,27,16,5,1,1,0,100,500,202,1
1.351318913,33,2,1,0,1,12,1,40000,1,43,29,14,5,0,0,0,100,500,289,2
3.817034136,40,3,1,0,1,12,1,22500,1,43,31,12,2,0,0,0,45,90,491,2
1.726102111,40,2,0,0,1,22,0,27500,1,43,34,9,6,0,0,0,20,120,289,2
0.859147128,21,2,1,0,1,12,1,22500,1,43,25,18,13,0,0,0,50,650,27,1
0.859147128,21,2,1,0,1,26,1,40000,1,43,31,12,45,1,2,1,1.511111111,68,491,1
0.488109586,49,3,1,0,1,12,1,5000,1,43,31,12,21,1,3,1,21,441,289,1
0.136665702,8,3,1,0,1,21,1,62500,1,43,33,10,5,1,2,1,25,125,202,1
0.775678454,49,2,1,0,1,12,1,40000,1,43,35,8,20,1,2,0,10,200,289,1
0.488109586,49,2,1,0,1,24,1,40000,1,43,30,13,15,0,0,0,50,750,491,1
0.515616686,49,3,1,0,1,21,1,40000,1,43,33,10,2,0,0,0,70,140,491,2
1.708498289,40,3,1,0,1,25,1,40000,1,43,29,14,20,1,1,1,7,140,491,1
0.792240532,31,2,1,0,1,24,1,85000,1,43,31,12,30,1,5,1,33,990,202,1
1.726102111,40,2,1,0,1,21,1,62500,1,43,37,6,30,1,2,1,20,600,289,1
0.486384359,49,3,1,0,1,12,1,40000,1,43,37,6,9,1,1,0,5,45,491,1
